text;emotion;texto;emocao
i was trying not to focus on those feelings and i didn t want to validate my emotional down turns by broadcasting them;sadness;eu estava tentando não me concentrar nesses sentimentos e não queria validar minhas reviravoltas emocionais transmitindo-as;tristeza
i was feeling anxious about my yoga homework;fear;eu estava me sentindo ansioso com minha lição de casa de ioga;medo
i am feeling so nothing that i am not even getting agitated anymore;anger;estou me sentindo tão nada que nem estou ficando mais agitado;raiva
i was treated i feel its important to allow children to be a part of their treatment protocols so i spend a lot of time during my consults listening to the children tell me what they think;joy;fui tratado sinto que é importante permitir que as crianças façam parte dos seus protocolos de tratamento por isso passo muito tempo durante as minhas consultas a ouvir as crianças dizerem-me o que pensam;alegria
i do like to think that in the near future ill feel the urge to write up an album or two that has really impressed me most likely a href http handsomefamily;surprise;gosto de pensar que num futuro próximo sentirei vontade de escrever um ou dois álbuns que me tenham realmente impressionado muito provavelmente uma href http beautifulfamily;surpresa
i am happier this year in all ways i am just glad i am on english lit only i made good module choices i like my teachers the peeps in my class are not so snidey i feel more confident in my work and i am on top of it unlike last year when i was soooooooooooo behind to the point of doing zero;joy;estou mais feliz este ano de todas as formas estou apenas contente por estar só em inglês fiz boas escolhas de módulo gosto dos meus professores as pessoas da minha turma não são tão sarcásticas sinto-me mais confiante no meu trabalho e estou no topo ao contrário do ano passado, quando eu estava muuuuuuuito atrasado a ponto de fazer zero;alegria
i feel way when meet again i ll ask you re doing and you ll say fine ask i m doing and i ll lie i ll say ordinary it s ordinary day;joy;me sinto bem quando me encontrar novamente vou perguntar se você está indo e você dirá tudo bem pergunte eu estou indo e eu minto eu direi normal é um dia normal;alegria
i want my kids to learn from me it is that i feel deeply that we are all called to something and that something is your precious gift to be embraced loved and cherished;joy;eu quero que meus filhos aprendam comigo é que eu sinto profundamente que todos nós somos chamados para algo e que algo é seu presente precioso para ser abraçado amado e valorizado;alegria
i didnt feel overly creative i really needed this weekend off just relaxing resting my leg and not stressing myself out;joy;eu não me senti muito criativo eu realmente precisava deste fim de semana apenas relaxando descansando minha perna e não me estressando;alegria
i feel like the emotional fog is finally starting to lift;sadness;eu sinto que a névoa emocional está finalmente começando a se dissipar;tristeza
i even feel like im learning something while being entertained theres even a bibliography in the back d anyway im not even done with this first one yet and ive already ordered the other two;joy;até sinto que estou a aprender alguma coisa enquanto me divirto há até uma bibliografia na parte de trás d de qualquer forma ainda nem terminei com este primeiro e já encomendei os outros dois;alegria
i never wanted to be kissed never wanted to break the code but shed stolen that from me and i feel like i lost something i will never get back;sadness;eu nunca quis ser beijada nunca quis quebrar o código mas ela roubou isso de mim e eu sinto que perdi algo que eu nunca vou ter de volta;tristeza
im usually feeling very blank and i know i posted already today but it was all bachelorette talk and i guess i had more to say;sadness;geralmente estou me sentindo muito em branco e sei que já postei hoje, mas foi tudo conversa de despedida de solteira e acho que tinha mais a dizer;tristeza
i feel that our values need to be shifted in the direction of caring for all things on earth for each other and for the planet we live on;love;eu sinto que nossos valores precisam ser mudados na direção de cuidar de todas as coisas na terra uns para os outros e para o planeta em que vivemos;amar
i feel a little weepy over the fact that my baby is no longer a baby;sadness;eu me sinto um pouco chorosa com o fato de que meu bebê não é mais um bebê;tristeza
i feel accepted welcomed;love;eu me sinto aceito bem-vindo;amar
i feel neglectful but i shouldnt;sadness;eu me sinto negligente, mas eu não deveria;tristeza
i am just tired of feeling abused by everyone;sadness;Estou cansado de me sentir abusado por todos;tristeza
i can feel accepted;joy;eu posso me sentir aceito;alegria
i feel like the jolly green giant next to her;joy;eu me sinto como o gigante verde alegre ao lado dela;alegria
im feeling easily irritable lately too;anger;Estou me sentindo facilmente irritável ultimamente também;raiva
i made it and enjoyed most of my run but now i m feeling greedy;anger;eu fiz isso e aproveitei a maior parte da minha corrida, mas agora estou me sentindo ganancioso;raiva
i feel as if it only engrains these prejudiced ideas more;sadness;eu sinto como se isso só enraíza mais essas ideias preconceituosas;tristeza
i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am;fear;sinto que não posso ter medo de mostrar que às vezes sou fraco para permitir que os outros me vejam como algo menos do que a esposa e mãe forte que sinto que sou;medo
i kinda like you when i saw hannah montana but since you broke up with nick i feel like you are so a heartless person;anger;eu meio que gosto de você quando vi a hannah montana, mas desde que você terminou com o Nick eu sinto que você é uma pessoa sem coração;raiva
i enjoy feeling strong i love having muscles and strength and endurance;joy;gosto de me sentir forte adoro ter músculos e força e resistência;alegria
i think i feel more depressed knowing im not anywhere near or close to where i should be;sadness;acho que me sinto mais deprimido sabendo que não estou nem perto ou perto de onde deveria estar;tristeza
i like colbert because he makes me feel like i could be fully self assured someday;joy;eu gosto de colbert porque ele me faz sentir como se eu pudesse ser totalmente autoconfiante algum dia;alegria
i plot that makes the reader feel like he is with owen morgan during his dangerous undertaking;anger;enredo que faz o leitor se sentir como se estivesse com owen morgan durante sua perigosa empreitada;raiva
i feel so deeply loved by her in a way that it disorients me;love;eu me sinto tão profundamente amado por ela de uma forma que me desorienta;amar
ive been experimenting with lemony cakes and after several tests i feel i must share with you the recipe for this lemon and vanilla buttermilk cake because it is utterly delicious;joy;tenho experimentado bolos de limão e depois de vários testes sinto que devo partilhar convosco a receita deste bolo de leitelho de limão e baunilha porque é absolutamente delicioso;alegria
i feel tortured by my self inducing deprecation and resentment;fear;eu me sinto torturado por minha auto-indução de depreciação e ressentimento;medo
