estou me sentindo muito triste e com pena de mim mesma, mas logo vou me livrar disso; tristeza
não sou nada pessimista, mas muitas vezes tenho que morder a língua na Holanda quando sinto um comentário sarcástico surgindo na minha cabeça; raiva
me sinto muito menos solitário; tristeza
sinto necessidade de trabalhar o cuidar; amar
eu estava me sentindo um pouco mais letárgico nas primeiras duas semanas, mas voltei aos meus níveis normais de energia esta semana; tristeza
eu estava fazendo menos ioga e me sentindo mais agitado por minha decisão impetuosa; medo
eu estava sentado na minha retaguarda me sentindo orgulhoso de mim mesmo por estar no topo do meu jogo uma vez que percebi que não deveria perder a oportunidade de compartilhar algo que aprendi com os homens da minha vida que comemoram o dia dos pais começando com o meu pai; alegria
eu quero que eles se sintam como se fosse familiar e será apreciado por todas as idades; alegria
peço desculpas antecipadamente se você se sentir ofendido; raiva
odeio usar relógio, mas ao mesmo tempo me sentirei angustiado se não souber que horas são; medo
eu me sinto tão forte e eu encontro uma nova maneira de você nunca mais voltar e eu tento ficar no lado ensolarado da vida e eu sei que vou te esquecer eu sinto isso no fundo do meu coração não importa se você nunca me amou eu não lamento a separação, saúdo o novo começo; alegria
mas estou me sentindo bem relaxado; alegria
estou muito honrado em receber o prêmio porque sinto que é mais um passo para ser recebido nesta incrível tradição de contar histórias; alegria
acho que passei muito tempo da minha juventude me sentindo romântico para ter guardado muito para mim adulto; amar
acordei me sentindo grogue e com tanta dor; tristeza
eu me sinto seguro perto de você e eu nunca quero te perder ou deixar você ir nunca; alegria
eu me sinto tão idiota sobre isso; tristeza
digo a mim mesma que não abro a boca e digo o que realmente sinto porque sei que sou um maluco e sou inteligente o suficiente para saber que sou um maluco e nunca sei se o que estou fazendo as escolhas que faço são realmente o que quero ou preciso ou mesmo a coisa certa ou se é a doença; alegria
eu ainda não sei como me sinto eu odiava receber placas de wisconsin; raiva
cheguei em casa ainda me sentindo muito mal; tristeza
estou entediado e me sentindo ignorado; tristeza
estou mais perto do fim do meu caminho do que do começo e sinto-me muito carinhoso comigo mesmo; amar
eu me sinto tão sem esperança e não amado e indesejado; tristeza
me sinto honrada e sortuda por ser quem faz essas imagens dela; alegria
não tenho certeza se a cor combina comigo eu me acostumei tanto a usar apenas marrom berry nude ou cores de lábios escuros que me sinto insegura usando qualquer coisa clara; medo
eu sei como um carro se sente quando está ficando sem gasolina, então eu manobrei para um lugar vazio no estacionamento e tive que pensar um pouco; tristeza
eu só não estou mentalmente lá, mas ainda posso sentir a coceira nas minhas pernas para correr e uma vez que eu chego lá estou tão feliz por ter feito isso; alegria
eu me sinto tão ansiosa para fazer as coisas do jeito que ele quer e gosta; alegria
tive em muito tempo e me sinto fantástico sobre isso; alegria
sinto a necessidade de começar dizendo que sou fortemente a favor de manter os videogames violentos ou inapropriados fora das mãos de menores e acredito que este é um assunto que os pais e o governo precisam trabalhar juntos; raiva
eu acho que é porque é um pouco tempestuoso eu sempre me sinto irritado e desconfortável quando é assim; raiva
sinto que não posso ser leal, devo renunciar; amar
sinto bastante algo mais profundo e sincero que o amor; alegria
agora sei como é ruim ter alguém decepcionado comigo; tristeza
eu costumava nunca beijar ninguém, mas eu beijei pessoas diferentes na última semana e meia e escusado será dizer que estou me sentindo uma vadia; amar
eu gostaria que houvesse algo que eu pudesse fazer sentado aqui no meio-oeste eu me sinto tão impotente; medo
eu me sinto muito ganancioso para realmente perguntar a eles; raiva
acabei de terminar minha peça de júbilo e me sinto exultante; alegria
eu me sinto bonita oh tão bonita eu me sinto bonita e; alegria
estou me sentindo um pouco apreensivo quando nos aproximamos da hora de voltar para a clínica mayo; medo
pensei comigo mesma me divertindo; alegria
eu estava me sentindo um pouco trêmula e sei que estava experimentando o início do infame bonk; medo
ainda me sinto trêmulo, mas está melhorando gradualmente, não faço ideia do que está acontecendo; medo
estou me sentindo generoso, então acho que vou adicionar mais alguns bônus, como meus bebês de papai noel da minha galeria de perversão; alegria
eu sou um grande crente na frase de que algumas pessoas são todas de estilo sem substância e eu sinto que se você não tem nada que valha a pena dizer apenas não diga; alegria
sinto que neste momento devo dar algum crédito ao meu amado ex-professor ajahn brahmavamso, bem como a todos os outros pequenos e grandes gurus e amantes que tive em minha vida; amar
sinto-me mais assustado; medo
sinto-me imerecidamente sortudo por estar cercado por seu amor e carinho; alegria
eu apenas ajo como sinto que estou me tornando o que sempre odiei; raiva
me sinto tão privilegiada por ter passado tanto tempo com ele; alegria
eu sinto fortemente sobre divertido; alegria
vejo você a luz do quarto se ilumina tenho um brilho nos olhos sinto-me em êxtase; alegria
sinto que é um sentimento vital que deve ser acarinhado e nutrido por todos os segundos da minha vida; alegria
eu sinto que talvez tenha perdido uma oportunidade de olhar um pouco mais de perto as histórias individuais da tribo índigo em seu estado offline, é fácil ver que com as palhaçadas de hal sinestro e o enredo do lado de william oh; tristeza
eu sinto que divulgar o software livre é pelo menos tão importante quanto divulgar a liberdade sexual; alegria
acho que pode ser uma maneira de liberar meus sentimentos para não ficar incomodado quando enfrentar aquele que puniu minha família; tristeza
eu escolheria por mim mesmo, mas vou experimentá-los quando estiver me sentindo aventureiro; alegria
eu sempre sinto que sou o menos querido; amar
não sei acho que a escolha dela foi a certa sei como é ter que encontrar uma comunidade na qual você é valorizado levado a sério e apreciado; alegria
não me contaram esta notícia não me sentiria arrependido antes não conseguir aquietar meu coração agora; tristeza
quero dizer, estou feliz pelos outros, mas como uma pessoa pode se sentir bem com algo quando ela mesma acabou de sofrer uma perda; alegria
eu costumo sentir que meu fogão está quente, então geralmente estou em temperaturas mais baixas do que muitas receitas sugerem ou em tempos mais curtos; amar
eu me sinto extremamente estressado porque tudo está acontecendo tão rápido que eu não consigo entender; tristeza
estou me sentindo corajoso, vou tentar; alegria
devo dizer que foi primeiro entorpecido então ai minha cabeça se sente atordoada; surpresa
sinto que nem sei como confiar que estou confiando o suficiente; alegria
não posso deixar de me sentir um pouco cético; medo
eu começo a me sentir presunçoso por ter sido bom em escrever posts eu pisco e então um mês desaparece; alegria
sinto que tive mais anos infelizes do que felizes; tristeza
cheguei em casa com boa aparência e me sentindo muito mais extrovertido; alegria
eu sinto que é um pouco perigoso permitir que os cientistas sejam financiados de forma independente enquanto trabalham nesses laboratórios comunitários sem supervisão ou regulamentação; raiva
eu sinto que se eu continuar vou começar a tagarelar e aborrecer qualquer um que esteja lendo, então eu vou tentar terminar com alguns pensamentos de agradecimento; alegria
sinto-me grato por ser forte e corajoso o suficiente para ter dado os passos para mudar minha vida; alegria
estou me sentindo tão agitado agora; raiva
suponho que acabei sentindo que algumas dessas pistas eram um pouco inteligentes demais para seu próprio bem; alegria
também estou me sentindo corajoso o suficiente para publicar meus pensamentos sobre eles novamente; alegria
Sinto-me insuportavelmente torturado sabendo que im impotente eu não posso invadir a Coréia do Norte e derrubar Kim Jong-un eu não posso realmente salvar o mundo; medo
eu não sei, parece que você deveria estar, já que ela é a personagem mais amada do jogo, ao lado de rinoa; amar
sempre me sinto culpada e chego a uma conclusão que me impede Emily ficaria tão decepcionada comigo; tristeza
estou no segundo trimestre me sinto incrível; surpresa
sinto que minha generosidade é abusada quando você rouba depois de visitar minha casa; tristeza
eu tive eu sinto que não há muito que eu possa sentir agradecido; alegria
sinto-me um pouco desanimado mas espero que as abelhas saibam o que fazer; tristeza
sei que deveria escrever algo, mas estou me sentindo um pouco em branco no momento; tristeza
sinto que muitas vezes as pessoas fazem elogios não porque sejam sinceros e verdadeiros, mas porque querem que a pessoa se sinta bem; alegria
sinto-me sobrecarregado pelo ritmo acelerado das cidades; medo
acabo me sentindo solitário; tristeza
eu me sinto envergonhado por ser eu porque xxx disse que sim, às vezes é difícil e é frustrante etc; tristeza
me sinto safado dizendo como foi lindo sentir aquele calor nos ossos ontem; amar
estou bastante apreensivo em relação a este módulo, pois será a primeira vez que dissequei um corpo humano maravilhosamente doado aos serviços biomédicos da universidade por generosos membros do público e a primeira vez que tive que aprender anatomia em detalhes; medo
eu comprava algo de um smoothie tropical e comia metade e então sentia que estava com nojo de até mesmo tomar um gole ou mordida extra; raiva
sinto nojo e perco o respeito por eles como uma dama ele disse; raiva
me sinto tão ingrata por desejar que essa gravidez acabe agora; tristeza
eu me sinto mal-humorado em um ponto, então isso muda para pânico e depois para ter essa sensação de que alguém ou algo está atrás de mim; raiva
tenho certeza de que não estou sozinho quando digo que estou me sentindo esgotado pelos eventos da semana passada; tristeza
