não me senti humilhado; tristeza
eu perder bem, não será uma grande perda, mas se eu ganhar, vou me sentir um pouco orgulhoso por ter escolhido o final desta corrida inacreditável; alegria
eu faço quando me sinto letárgico; tristeza
eu me pergunto se as pessoas nesta sala sabem que o movimento de seus movimentos me proporciona um abraço de energia que parece tão seguro e saudável quanto os braços de alguém ao meu redor; alegria
tenho a sensação de que o resto de vocês está um pouco chocado com isso; raiva
eu amo aquela sensação revigorante e energizante quando tem sido uma semana de clima sombrio e, em seguida, um céu azul realmente grande, sem nuvens à vista, tipo de dia; tristeza
me sinto rico esta noite; alegria
sinto-me calmo e calmo; alegria
eu me sinto meio relutante e deprimido quando você me disse que acabou. Eu respeitei sua decisão; medo
passei grande parte da manhã me sentindo um impostor ou um visitante na vida de outra pessoa e sem saber o que fazer a seguir; medo
eu sinto quando saio no final do dia é incrível; alegria
sinto-me honrado em possuir e usar esta peça ambulante de curiosidade intelectual; alegria
quando soube que minha irmã havia gritado com a prima de meus amigos na casa deles; raiva
me sinto falsa e forçada onde a necessidade de me expressar como mulher parece verdadeira e natural, mas pouco desenvolvida; tristeza
eu guardo na geladeira e tiro sempre que sinto spray muito quente no meu rosto e me esfria imediatamente, muito menos cheira a laranja; amar
me sinto desconfortável dependendo do meu parceiro para suprir minhas necessidades; medo
acho que hoje, de todos os dias, é dia da mentira depois de tudo que me fizeram sentir muito tolo por compartilhar os resultados de minha extensa pesquisa com outras pessoas; tristeza
eu gosto bastante de ter unhas curtas no momento em que me sinto menos preciosa por elas e menos preocupada que elas vão pingar; alegria
eu sinto por finais perfeitos; alegria
eu não e me sinto tão malditamente egoísta por continuar me machucando o tempo todo; raiva
dedico este blog a ela e rezo com ela pela paz no mundo, especialmente quando nos sentimos assustados com a violência religiosa; medo
escrevo aqui no meu blog que quero ou vou fazer algo que me sinto mais pressionado por falta de uma palavra melhor para fazê-lo; medo
às vezes sinto que estou sendo teimoso não por maldade, mas contra mim mesma; raiva
eu também queria que você soubesse que apesar de fazer este post ainda estou me sentindo um pouco estranho sobre blogar; medo
eu me sinto agitado direto; medo
também me sinto um pouco ressentido pelo fato de estar gastando o que deveriam ser alguns dos melhores anos da minha vida cuidando de outras pessoas, enquanto a pouca vida social que tenho se atrofia porque fico sem tempo ou energia para mantê-la; raiva
eu acordei esta manhã me sentindo em paz; alegria
eu me sinto meio apreensivo; medo
eu me sinto chocada ao ouvir essa palavra dita em voz alta na minha própria sala de estar; surpresa
comecei a me sentir em dúvida, então apenas sentei no meu lugar desapontado; medo
não quero que ele se sinta indesejável nesta casa; tristeza
eu tinha que fazer era curar eles disseram e eu estava me sentindo bastante esperançoso com isso; alegria
adicionei primer muas ao meu e deixou minha pele linda; amar
eu sinto que são impecáveis ​​enquanto eles diminuíram lentamente em qualidade depois disso; alegria
eu estava começando a me sentir um pouco mal-intencionada a essa altura; raiva
posso parar de confiar nas opiniões dos outros para meu próprio valor e, assim, não me sentir tão ameaçado por seus comportamentos; medo
eu sinto que é vital que um truque de rlsh seja seu; alegria
eu sinto que é tão importante fazer do seu quarto um reflexo de quem você é, porque você precisará se sentir em casa enquanto estiver longe de casa; alegria
eu disse a ele que a filosofia da faculdade não era igual à sua aula porque não tinha a sensação reconfortante de um instrutor bem-humorado; alegria
limpei a pé para o trabalho me sinto muito ecologicamente correto agora e fiz trabalho manual com gráficos; alegria
eu sinto que este foi um substituto aceitável; alegria
eu me senti relutante em continuar e desenhei o sigilo dos focadores com um incenso de ópio preto em uma parede, agarrando a parte de madeira e puxando a parte do incenso levemente para trás e permitindo que ela batesse na parede deixando uma linha de pólvora preta e meditei; medo
eu me sinto odiado por ajudar a prevenir os gays; tristeza
sinto que não sou nada além de patético; tristeza
estou me sentindo chato com o meu progresso é olhar para as minhas fotos que eu tirei; tristeza
fui abençoado, mas de certa forma sinto que estou sendo torturado pela divindade; medo
eu também era assim antes de realmente me importar em ter feeds legais e postar qualquer foto que eu ache que eles só comentam em fotos de pessoas legais; alegria
acho que mereço uma vez que essa liberdade me faça sentir incrível; surpresa
me sinto desprezado e não mereço isso; raiva
sinto orgulho dela; alegria
eu deixei Sizzler contente; alegria
eu sempre me sinto pressionado a agir normalmente com a minha alimentação em família no natal, então sim, eu preciso perder peso para ficar confortável comendo sobremesa e outras coisas; medo
finalmente me cansei de me sentir derrotado por mim mesmo; tristeza
eu sinto que o número é o mais importante daqui para frente, porque senti a mudança na minha confiança e mojo assim que cheguei ao s; alegria
eu apenas sento na sala de jantar do trailer na entrada de carros, olho pela grande janela dos fundos e me sinto incrível; alegria
eu sinto que foi onde eu fodi um pouco e algo que eu gostaria de poder mudar; raiva
sinto falta de quão segura e confortável ele me fazia sentir e quão vulnerável eu era capaz de estar com ele porque sabia que ele me amava; medo
fui buscar as crianças me sentindo assustada e trêmula e muito autocrítica pela minha estupidez; medo
sinto como quando estava aprendendo a usar a fábrica de jogos ansiosa, mas com um pouco de medo; alegria
eu estava tão errado tantas vezes que me sinto meio envergonhado pensando agora; tristeza
sinto orgulho de mim mesmo por terminar com bons resultados nos testes e por expandir minha educação; alegria
já estou me sentindo estranhamente festivo; alegria
eu estava começando a me sentir derrotado; tristeza
estou me sentindo um pouco apreensivo com a pesagem de amanhã; medo
eu e ficarei agradavelmente surpreso e votarei fortemente nele, mas tenho a sensação de que um retorno digno terá que se contentar com o sr. johnson desta vez; alegria
sinto-me totalmente ingrato e extremamente sortudo; tristeza
estou usando saltos me sinto mais seguro; alegria
me sinto como um pi ata espancado vomitando emoções insalubres e derrota; tristeza
eu sinto que minha vida não está indo bem eu imediatamente olho em volta e vejo se eu posso estar a serviço enquanto me concentro em dar e apoiar os outros; alegria
eu tenho a sensação de que algo trágico vai acontecer e estou rezando para Deus, eu não sou como Kristie e que estou completamente errado neste e que está tudo bem; tristeza
eu só me sinto realmente chateado e estressado; raiva
eu odeio que Colby não estava se sentindo bem naquele dia, mas estou muito agradecido por ele estar se sentindo melhor agora; alegria
reformulei um pouco o treino porque meu braço esquerdo estava dolorido; amar
eu vou acabar me pressionando e me sentindo muito decepcionado quando eu começar a fazer a coisa real e é na terça e eu realmente deveria estudar, mas eu não posso jhbdjhdfbjdfhbfd ou talvez quando eu sair desta compilação vou começar a digitar as coisas; tristeza
eu me sinto perdido átomo href http www; tristeza
eu poderia encontrar outro motivo para eu ser novo na área e me sentir menos intimidado com uma ferramenta simples que eu possa entender; medo
eu poderia apontar incidentes na minha infância ou culpar minha educação, mas isso contradiz a noção de estar ciente de como estou me sentindo no momento e escolher entre opções inteligentes agora; alegria
não quero parecer arrogante ou cheio de mim, mas alhamdulillah até agora não me sinto incomodado por amamentar mesmo depois de começar a trabalhar; tristeza
eu me sinto tão maçante esses dias; tristeza
eu sinto a necessidade de pular por um monte de aros para me permitir assistir pelos amados Bengals muitas vezes confusos bem a tempo de eles começarem a perder novamente; amar
me sinto muito falsa para ele; tristeza
eu não quero ir para casa em Toronto e me sentir como um artista perdedor que ninguém torturado por duas semanas e fumar maconha sozinho no meu quarto e assistir Degrassi Junior High e depois chorar; medo
estou me sentindo ressentido e perseguido por todo esse aspecto; raiva
na verdade, começo a sentir pena dele por ele ter se conformado com alguém como eu para sempre; tristeza
eu estava me sentindo tão irritado, tão chateado que eu só queria fugir; raiva
tenho dificuldade em colocar em palavras como é bom passar uma hora servindo de rosto amigo para pessoas que muitas vezes não conseguem sair de casa sem a ajuda de outras pessoas; alegria
estou sendo boba, mas me sinto uma péssima mãe ultimamente; tristeza
sinto que estou sendo torturado por segredos do governo não sei de nada; raiva
amei uma pessoa e ela foi embora não era necessário que me deixasse para alcançar seus objetivos; raiva
eu estava esperando até então eu me sentir bem; alegria
me sinto desconfortável quando preciso assistir a apresentações ruins; medo
cometi o erro de querer que os sentimentos espirituais perdurassem e permanecessem românticos; amar
eu sinto que eles estão meio que parados, mas eles ficaram ainda mais populares; alegria
sinto-me consternado por eles; tristeza
tenho a sensação de que será um relacionamento produtivo; alegria
eu me sinto patético me segurando quando obviamente não há nada para me segurar; tristeza
sinto que estou ficando sem fôlego e não consigo ser legal o suficiente para fazer outra coisa; alegria
eu sempre sinto esse emaranhado no meu estômago eu nunca me sinto contente e querido; alegria
